Genes (Node 1),1-hop directly regulating (degree centrality),1-hop directly regulating genes,2-hop directly regulating,2-hop directly regulating.1,Regulating Mutually Exclusively (ones array),ME,category,ME oncogene,ME TS,1-hop Causal,2-hop Causal,2-hop Cascade,Protein,Classification,Pathway Name,Function / Role,Function (discrete),Gene Expression (not used),Source (Ref),Gene Expression,TF (type) (TRRUST),Mutation Count (TCGA),Moderate mutations,Low Mutations,High Mutations,Modifier Mutations,Combination gene reguation (regulated by this # genes),degree,betweenness,eigenvector,closeness,pagerank,corenumber,clustering
BIRC5,74,"TP73,TP53,TCF7L2,TCF4,STAT3,SP4,SP3,SP1,RELA,RB1,NFKB1,MYCN,LEF1,KLF5,KLF4,ILF3,HDAC1,FOXO3,EP300,EHMT2,E2F4,E2F1,DNMT1,CTNNB1,APC,AURKC,CENPU,CENPA,CENPN,CENPH,CDC20,CDCA8,CCNB2,CENPK,AURKB,BIRC5,ZWINT,KIF2C,BUB1,CDK1,CENPF,CCNB1,BUB1B,NDC80,MAD2L1,CENPE,CDCA5,SPC24,SKA1,PLK1,CASC5,NUF2,KNTC1,SGOL1,ESPL1,KIF18A,SPC25,INCENP,ERCC6L,XPO1,NUSAP1,KIF20A,TOP2A,UBE2C,DLGAP5,CCNA2,TPX2,KIF11,AURKA,PBK,TTK,RACGAP1,KIF23,CENPM",155,"2,4,1,3,5,2,4,13,6,2,6,1,2,4,2,1,6,1,4,1,1,4,1,3,1,74,1","1,5,2,2,5,2,2,10,6,2,4,1,2,4,2,1,6,1,6,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",56,oncogene,13,2,46,87,0,BIRC5,oncogene,"Hippo signaling pathway, Hepatitis B, Pathways in cancer, Colorectal cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,4.843343632,,1,0,0,0,1,26,0.001158748552,0,0.0140708547,0.2818419334,0.0007895008885,1,0.1037231673
MMP3,1,FOS,74,74,86,0,,0,0,1,7,1,MMP3,,"TNF signaling pathway, Transcriptional misregulation in cancer, Rheumatoid arthritis",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,4,4,0,0,0,1,0.001158748552,0,0.0140708547,0.2818419334,0.0007895008885,1,0.1037231673
STAT6,2,"EGR1,FOS",140,"66,74","106,86",0,TF,0,0,2,16,1,STAT6,TF,"Jak-STAT signaling pathway, Hepatitis B, Inflammatory bowel disease (IBD)",,Signalling Pathway,,,,Activation,12,5,6,1,0,3,0.001158748552,0,0.0140708547,0.2818419334,0.0007895008885,1,0.1037231673
MMP7,1,FOS,74,74,86,0,,0,0,1,7,1,MMP7,,Wnt signaling pathway,,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,3,0,0,0,3,1,0.001158748552,0,0.0140708547,0.2818419334,0.0007895008885,1,0.1037231673
MMP1,1,FOS,74,74,86,0,cigene,0,0,1,7,1,MMP1,cigene,"PPAR signaling pathway, Pathways in cancer, Bladder cancer, Rheumatoid arthritis",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,-1.160650572,,1,1,0,0,0,1,0.002317497103,0,0.02152721822,0.2884358289,0.0008845886353,2,0.1037231673
CXCL8,2,"EGR1,FOS",140,"66,74","106,86",0,cigene,0,0,2,16,1,CXCL8,cigene,"Cytokine-cytokine receptor interaction, Chemokine signaling pathway, NF-kappa B signaling pathway, Toll-like receptor signaling pathway, NOD-like receptor signaling pathway, RIG-I-like receptor signaling pathway, Non-alcoholic fatty liver disease (NAFLD), Epithelial cell signaling in Helicobacter pylori infection, Shigellosis, Salmonella infection, Pertussis, Legionellosis, Chagas disease (American trypanosomiasis), Malaria, Amoebiasis, Hepatitis C, Hepatitis B, Influenza A, Pathways in cancer, Transcriptional misregulation in cancer, Bladder cancer, Rheumatoid arthritis",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,2,1,0,0,1,1,0.004634994206,0.006313696406,0.04919038056,0.3314132104,0.001088995337,4,0.1037231673
CTSD,1,ESR1,72,72,89,0,,0,0,0,2,0,CTSD,,"Sphingolipid signaling pathway, Lysosome, Tuberculosis",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,1,1,0,0,0,1,0.002317497103,0,0.03556347585,0.3098743268,0.0008808572894,2,0.1037231673
MMP9,81,"TFAP2A,STAT3,STAT1,SPDEF,SP2,SP1,SNAI2,SMAD3,SIRT1,RUNX3,RELA,PPARG,PPARA,NFKBIA,NFKB1,MTA1,MAZ,KLF8,KLF6,KLF5,JUN,IRF1,IKBKB,HDAC1,FOS,ETS2,ETS1,EP300,ELF4,ELF3,CIITA,SCUBE3,EPHB1,SDC4,TIMP3,SRC,ITGB2,CTSS,TNFAIP6,TIMP2,CHIT1,OSCAR,IDH1,LTA4H,EPHB2,OLFM4,MMP3,VEGFA,PLG,MMP10,CST3,STAT6,MMP7,CD44,ACAN,CXCL1,COL18A1,EDN1,CDH1,PTX3,NID1,HP,HBEGF,B2M,TIMP1,MMP9,LYZ,MMP1,PRSS3P2,CAMP,THBS1,PPBP,MMP8,CXCL8,CTSD,LTF,SDC1,A2M,TNF,ITGAM,CTSG",253,"3,5,2,1,1,13,1,3,1,2,6,3,2,1,6,2,1,1,1,4,6,1,1,6,74,2,2,4,1,2,1,1,3,2,1,1,81,1,2,1,1","3,5,3,1,1,10,2,4,1,2,6,4,2,1,4,3,1,1,1,4,33,2,1,6,86,3,3,6,1,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,3,1,2,1,1,1,1,3,1,1,2,2,1,2,32,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1",46,cigene,10,3,6,47,1,MMP9,cigene,"TNF signaling pathway, Leukocyte transendothelial migration, Estrogen signaling pathway, Hepatitis B, Pathways in cancer, Transcriptional misregulation in cancer, Proteoglycans in cancer, MicroRNAs in cancer, Bladder cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,6,2,3,0,1,32,0.002317497103,0,0.03857960952,0.3137041076,0.0008780619225,2,0.1037231673
HLTF,1,PGR,58,58,34,0,tumorsuppressor,0,0,0,3,0,HLTF,tumorsupressor,"3D-structure,Activator,Alternative initiation,ATP-binding,Chromatin regulator,Complete proteome,Cytoplasm,DNA-binding,Helicase,Hydrolase,Ligase,Metal-binding,Methylation,Multifunctional enzyme,Nucleotide-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transcription,Ubl conjugation pathway,Zinc,Zinc-finger,",,"Apoptosis, Proliferation of cells",,,,,10,6,2,1,1,1,0.002317497103,0,0.03556347585,0.3098743268,0.0008808572894,2,0.1037231673
NKX3-1,2,"ESR1,FOS",146,"72,74","89,86",0,tumorsuppressor,0,0,1,9,1,NKX3-1,tumorsupressor,"Pathways in cancer, Prostate cancer",,Proliferation of cells,,,,Repression,2,2,0,0,0,3,0.001158748552,0,0.0140708547,0.2818419334,0.0007895008885,1,0.1037231673
TCF7L2,1,BIRC5,74,74,26,0,"oncogene, tumorsuppressor, cigene",0,0,1,46,1,TCF7L2,"oncogene, tumorsupressor, cigene","Wnt signaling pathway, Hippo signaling pathway, Adherens junction, Melanogenesis, Pathways in cancer, Colorectal cancer, Endometrial cancer, Prostate cancer, Thyroid cancer, Basal cell carcinoma, Acute myeloid leukemia, Arrhythmogenic right ventricular cardiomyopathy (ARVC)",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Activation,8,5,0,0,3,2,0.001158748552,0,0.0140708547,0.2818419334,0.0007895008885,1,0.1037231673
GDNF,1,EGR1,66,66,106,0,,0,0,1,9,1,GDNF,,"3D-structure,Alternative splicing,Cleavage on pair of basic residues,Complete proteome,Direct protein sequencing,Disease mutation,Disulfide bond,Glycoprotein,Growth factor,Hirschsprung disease,Polymorphism,Reference proteome,Secreted,Signal,",,Signalling Pathway,,,,,1,0,1,0,0,1,0.002317497103,0.001785575994,0.02667773865,0.3115523466,0.0008979538776,2,0.1037231673
TCF4,3,"BIRC5,EGR1,JUN",146,"74,66,6","26,106,33",0,tumorsuppressor,0,0,2,56,1,TCF4,tumorsupressor,"3D-structure,Activator,Alternative splicing,Complete proteome,Corneal dystrophy,Differentiation,Disease mutation,DNA-binding,Epilepsy,Mental retardation,Neurogenesis,Nucleus,Phosphoprotein,Polymorphism,Primary microcephaly,Proteomics identification,Reference proteome,Transcription,Transcription regulation,",,"Transcription regulation, Apoptosis, Proliferation of cells",,,,Unknown,10,6,4,0,0,2,0.005793742758,0.01061031279,0.08012453367,0.3630626841,0.00119749221,4,0.1037231673
ID3,1,EGR1,66,66,106,0,TF,0,0,1,9,1,ID3,TF,"TGF-beta signaling pathway, Signaling pathways regulating pluripotency of stem cells",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,2,0,0,0,2,1,0.002317497103,0.001443258727,0.009997456889,0.2797406807,0.0009160960117,2,0.1037231673
ID4,52,"ESR1,BLCAP,C10orf142,GPR17,HLTF,GRHL3,ABCC3,GFAP,NKX3-1,ESM1,SRI,BRCA1,TRIM21,TCF7L2,POU3F1,NKX2-2,GDNF,NANOS2,GFRA1,SOHLH1,BCL6B,OLIG2,OLIG1,ZBTB16,SOX10,SOX2,NEUROG3,HEY2,HES5,NEUROG1,HES1,TCF4,TCF3,MYOD1,MYOG,MYRF,ID3,ID2,MYF6,EZH2,NOTCH1,PTEN,WNT5A,SOX4,YY1,CDC42,MMP2,CEBPB,BCL3,TP53,ID4,FKBP4",145,"72,1,2,5,1,1,3,1,1,2,4,52","89,1,1,1,1,1,1,1,3,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,4,3,1,1,1,5,6,2",39,"oncogene, tumorsuppressor, cigene",7,3,4,18,0,ID4,"oncogene, tumorsupressor, cigene","TGF-beta signaling pathway, Signaling pathways regulating pluripotency of stem cells",,"Signalling Pathway, Proliferation of cells",,,,Unknown,,,,,,6,0.004634994206,0.007160732532,0.04337348515,0.330651341,0.001105810296,4,0.1037231673
NGF,1,FOS,74,74,86,0,,0,0,1,7,1,NGF,,"MAPK signaling pathway, Ras signaling pathway, Rap1 signaling pathway, PI3K-Akt signaling pathway, Apoptosis, Neurotrophin signaling pathway, Inflammatory mediator regulation of TRP channels",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,,6,2,3,0,1,1,0.006952491309,0.04115313896,0.05078702253,0.3478436114,0.001294130526,4,0.1037231673
NTF3,1,FOS,74,74,86,0,,0,0,1,7,1,NTF3,,"MAPK signaling pathway, Neurotrophin signaling pathway",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,,,,,,1,0.01506373117,0.09937353501,0.1307143257,0.4261728395,0.001906534512,5,0.1037231673
NTRk2,51,"GIPC1,ADCYAP1R1,CDK5R1,RIT2,RIT1,DYNLT1,DOCK3,SH2B1,ADCYAP1,STAT3,CDH2,CDK5,CTNND1,CTNNB1,KRAS,NRAS,CTNNA1,RAP1A,FRS3,TIAM1,RAP1B,SRC,GAB1,FRS2,PTPN11,GRIN2B,RASA1,EHD4,NGF,BDNF,NTF3,NTRK1,NTF4,NTRK2,SHC1,GRB2,HRAS,PLCG1,SOS1,PIK3R1,RAC1,PIK3CA,CDC42,IGF1,SHC3,SHC2,CRK,CRKL,SHC4,KIDINS220,NGFR",62,"1,5,3,1,1,51","1,1,2,1,1,1,1,1,1,5,1,1,1,3,2,2,1,1,1,1,1,5,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,3,3,1,1,1,1,1,1,1",32,,5,1,3,6,0,NTRk2,,"MAPK signaling pathway, Neurotrophin signaling pathway, Alcoholism",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,14,4,6,2,2,1,0.008111239861,0.0147612675,0.09362355514,0.3635214827,0.00135373869,5,0.1037231673
NR0B2,1,SERPINE1,71,71,24,0,tumorsuppressor,0,0,0,8,0,NR0B2,tumorsupressor,Bile secretion,,Apoptosis,,,,Repression,2,1,0,0,1,2,0.006952491309,0.05072108827,0.08784899681,0.3800088067,0.001306014158,5,0.1037231673
PELP1,1,ESR1,72,72,89,0,oncogene,0,0,0,2,0,PELP1,oncogene,"Acetylation,Activator,Coiled coil,Complete proteome,Cytoplasm,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Repressor,Transcription,",,,,,,,6,5,1,0,0,1,0.008111239861,0.02075622499,0.108145319,0.3897922313,0.001372852705,5,0.1037231673
STAT1,2,"MMP9,EGR1",147,"81,66","32,106",0,tumorsuppressor,0,0,1,15,1,STAT1,tumorsupressor,"Chemokine signaling pathway, Osteoclast differentiation, Toll-like receptor signaling pathway, Jak-STAT signaling pathway, Prolactin signaling pathway, Thyroid hormone signaling pathway, Leishmaniasis, Toxoplasmosis, Tuberculosis, Hepatitis C, Hepatitis B, Measles, Influenza A, Herpes simplex infection, Pathways in cancer, Pancreatic cancer, Inflammatory bowel disease (IBD)",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Unknown,5,2,2,0,1,3,0.005793742758,0.01532324777,0.0453342014,0.3573498965,0.001188419543,4,0.1037231673
TERT,1,ESR1,72,72,89,0,cigene,0,0,0,2,0,TERT,cigene,HTLV-I infection,,"Apoptosis, Proliferation of cells",,,,,4,2,1,1,0,1,0.002317497103,0,0.03581466131,0.3074456715,0.0008777203174,2,0.1037231673
BCAR1,1,EGR1,66,66,106,0,,0,0,1,9,1,BCAR1,,"Rap1 signaling pathway, Chemokine signaling pathway, Focal adhesion, Leukocyte transendothelial migration, Regulation of actin cytoskeleton, Bacterial invasion of epithelial cells",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,6,4,0,1,1,1,0.003476245655,0.0007764231862,0.05994036212,0.3205794948,0.0009791990809,3,0.1037231673
MYC,4,"ESR1,FOS,PGR,JUNB",205,"72,74,58,1","89,86,34,9",0,"oncogene, cigene",0,0,1,12,1,MYC,"oncogene, cigene","MAPK signaling pathway, ErbB signaling pathway, Cell cycle, PI3K-Akt signaling pathway, Wnt signaling pathway, TGF-beta signaling pathway, Hippo signaling pathway, Signaling pathways regulating pluripotency of stem cells, Jak-STAT signaling pathway, Thyroid hormone signaling pathway, Hepatitis B, HTLV-I infection, Epstein-Barr virus infection, Pathways in cancer, Transcriptional misregulation in cancer, Proteoglycans in cancer, MicroRNAs in cancer, Colorectal cancer, Endometrial cancer, Thyroid cancer, Bladder cancer, Chronic myeloid leukemia, Acute myeloid leukemia, Small cell lung cancer, Central carbon metabolism in cancer",,"Cell Signalling, Apoptosis, Proliferation of cells",,,,Repression,3,3,0,0,0,1,0.002317497103,0,0.03581466131,0.3074456715,0.0008777203174,2,0.1037231673
TFF1,1,ESR1,72,72,89,0,,0,0,0,2,0,TFF1,,"3D-structure,Complete proteome,Direct protein sequencing,Disulfide bond,Growth factor,Polymorphism,Reference proteome,Secreted,Signal,",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,,,,,,1,0.002317497103,0,0.03581466131,0.3074456715,0.0008777203174,2,0.1037231673
GREB1,1,ESR1,72,72,89,0,,0,0,0,2,0,GREB1,,"Alternative splicing,Complete proteome,Membrane,Polymorphism,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,",,,,,,,11,3,5,1,2,1,0.003476245655,0.0007764231862,0.05994036212,0.3205794948,0.0009791990809,3,0.1037231673
BRCA1,5,"KRT5,ESR1,EGR1,FOS,ID4",318,"54,72,66,74,52","5,89,106,86,6",0,tumorsuppressor,0,0,2,27,1,BRCA1,tumorsupressor,"Fanconi anemia pathway, Ubiquitin mediated proteolysis, PI3K-Akt signaling pathway, MicroRNAs in cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Unknown,18,10,2,6,0,5,0.002317497103,0.0007989373099,0.03279852764,0.3111031002,0.0008805156843,2,0.1037231673
TFAP2C,2,"ESR1,ERBB2",151,"72,79","89,31",0,TF,0,0,0,4,0,TFAP2C,TF,"Activator,Alternative splicing,Complete proteome,Direct protein sequencing,DNA-binding,Isopeptide bond,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Transcription,Transcription regulation,Ubl conjugation,",,"Transcription regulation, Apoptosis, Proliferation of cells",,,,Unknown,4,3,0,0,1,2,0.003476245655,0.002547469952,0.05692422846,0.3375048885,0.0009819944478,3,0.1037231673
PTEN,1,EGR1,66,66,106,0,tumorsuppressor,0,0,1,9,1,PTEN,tumorsupressor,"Inositol phosphate metabolism, FoxO signaling pathway, Phosphatidylinositol signaling system, Sphingolipid signaling pathway, p53 signaling pathway, mTOR signaling pathway, PI3K-Akt signaling pathway, Focal adhesion, Insulin resistance, Hepatitis B, Pathways in cancer, MicroRNAs in cancer, Endometrial cancer, Glioma, Prostate cancer, Melanoma, Small cell lung cancer, Central carbon metabolism in cancer",,Signalling Pathway,,,,,34,18,0,14,2,2,0.002317497103,0.0007764231862,0.03543160731,0.2965635739,0.0008906380469,2,0.1037231673
DLC1,52,"GATA3,TENC1,TNS3,TRAF3IP3,GPM6B,HP,TLN2,SYN3,ZNF12,FBXW5,STARD7,RASA1,STARD6,STARD4,STARD5,ACOT12,COL4A3BP,ACOT11,STARD9,SPG20,PCTP,PRKD1,TNS4,RTKN,PTEN,CAV1,RHOD,RHOBTB1,RHOT1,RHOBTB2,RHOF,RAC3,RHOH,RHOJ,RHOT2,RAC1,RHOG,RHOQ,RHOU,RHOV,RHOA,DLC1,TLN1,AKT1,CDC42,CDH1,CDK6,PLCD1,RHOB,RHOC,RAC2,TNS1",57,"3,1,52,1","5,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,3,3,1,1,1,2,1,1",41,tumorsuppressor,4,1,3,4,0,DLC1,tumorsupressor,"3D-structure,Alternative promoter usage,Alternative splicing,Cell junction,Complete proteome,Cytoplasm,GTPase activation,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Tumor suppressor,",,"Apoptosis, Proliferation of cells",,,,,15,11,1,0,3,2,0.005793742758,0.002015014798,0.07499939712,0.3420531114,0.001153297254,5,0.1037231673
TGFA,1,ESR1,72,72,89,0,,0,0,0,2,0,TGFA,,"ErbB signaling pathway, Pathways in cancer, Renal cell carcinoma, Pancreatic cancer, Glioma, Prostate cancer, Non-small cell lung cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,3,1,0,0,2,1,0.004634994206,0.002744206852,0.06838214934,0.3310318374,0.001075184096,4,0.1037231673
CTNNB1,3,"BIRC5,ESR1,JUN",152,"74,72,6","26,89,33",0,"oncogene, cigene",0,0,1,49,1,CTNNB1,"oncogene, cigene","Rap1 signaling pathway, Wnt signaling pathway, Hippo signaling pathway, Focal adhesion, Adherens junction, Signaling pathways regulating pluripotency of stem cells, Leukocyte transendothelial migration, Melanogenesis, Thyroid hormone signaling pathway, Bacterial invasion of epithelial cells, Pathogenic Escherichia coli infection, HTLV-I infection, Pathways in cancer, Proteoglycans in cancer, Colorectal cancer, Endometrial cancer, Prostate cancer, Thyroid cancer, Basal cell carcinoma, Arrhythmogenic right ventricular cardiomyopathy (ARVC)",,Signalling Pathway,,,,Unknown,5,2,3,0,0,3,0.003476245655,0.002547469952,0.05692422846,0.3375048885,0.0009819944478,3,0.1037231673
KRT5,54,"TFAP2A,SP1,BRCA1,KRT79,KRT4,KRT78,KRT6B,KRT77,KRT72,KRT6A,KRT82,KRT3,KRT2,KRT6C,KRT17,KRT80,KRT74,KRT81,KRT28,KRT25,KRT76,KRT35,KRT71,KRT15,KRT1,KRT5,KRT14,KRT86,KRT84,KRT32,KRT27,KRT38,KRT33B,KRT16,KRT75,KRT8,KRT7,KRT37,KRT39,KRT40,KRT36,KRT13,KRT26,KRT31,KRT23,KRT9,KRT10,KRT24,KRT34,KRT12,KRT18,KRT19,KRT20,KRT33A",129,"3,13,5,54,54","3,10,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,5,4,2,2,2,1,2,1,2,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,6,2,2",6,,0,0,5,15,0,KRT5,,"3D-structure,Coiled coil,Complete proteome,Disease mutation,Epidermolysis bullosa,Intermediate filament,Isopeptide bond,Keratin,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Ubl conjugation,",,Survival of organism,,,,,4,2,2,0,0,5,0.0382387022,0.04614229896,0.1442816614,0.3935248518,0.007281058509,5,0.1037231673
PIAS3,2,"ESR1,MUC1",131,"72,59","89,10",0,TF,0,0,0,4,0,PIAS3,TF,"Ubiquitin mediated proteolysis, Jak-STAT signaling pathway",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,Repression,3,1,0,0,2,3,0.002317497103,0.0007764231862,0.03543160731,0.2965635739,0.0008906380469,2,0.1037231673
NCOR1,1,ESR1,72,72,89,0,TF,0,0,0,2,0,NCOR1,TF,"Thyroid hormone signaling pathway, Transcriptional misregulation in cancer",,Signalling Pathway,,,,Repression,44,22,2,19,1,2,0.003476245655,0.0007764231862,0.05994036212,0.3205794948,0.0009791990809,3,0.1037231673
ERBB2,79,"YY1,YBX1,XRCC6,XRCC5,WWP1,VDR,TFAP2C,TFAP2B,TFAP2A,SP4,SP3,SP1,PURA,PGR,PAX2,NCOA3,MYB,JUND,GATA4,GABPA,FOXP3,ETV4,EP300,ELK1,ELF1,ECD,CREB1,ATF7,ATF1,AR,PLXNB1,SEMA4D,GRB7,ERRFI1,TFF3,AREG,BTC,EREG,ADAM17,NRG1,NRG2,NRG3,PTK6,MEMO1,PTPN12,IL6,TGFA,CD44,MAPK8,HBEGF,PIK3CA,SHC1,PIK3R1,ERBB3,PTPN11,SOS1,FYN,RHOA,JAK2,PLCG1,RHOC,PLCG2,HRAS,KRAS,NRAS,CTNNB1,VEGFA,PIK3R2,HSP90AA1,ERBB2IP,PTK2,STUB1,ERBB2,EGFR,EGF,SRC,GAB1,GRB2,PTPN18",211,"2,1,1,1,1,1,2,1,3,2,4,13,1,58,1,1,2,2,1,1,2,1,4,2,1,1,4,1,1,5,1,1,3,3,79,3","4,1,1,1,1,1,2,1,3,2,2,10,1,34,1,3,1,5,1,1,1,1,6,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,4,2,2,1,2,2,1,2,1,2,2,1,2,2,2,3,3,1,3,1,1,2,31,2,2,5,2,2,1",41,"oncogene, cigene",11,6,2,20,1,ERBB2,"oncogene, cigene","ErbB signaling pathway, Calcium signaling pathway, HIF-1 signaling pathway, Focal adhesion, Adherens junction, Pathways in cancer, Proteoglycans in cancer, MicroRNAs in cancer, Pancreatic cancer, Endometrial cancer, Prostate cancer, Bladder cancer, Non-small cell lung cancer, Central carbon metabolism in cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,28,25,2,0,1,31,0.003476245655,0.0007764231862,0.05994036212,0.3205794948,0.0009791990809,3,0.1037231673
AR,5,"ERBB2,MUC1,ESR1,EGR1,JUN",282,"79,59,72,66,6","31,10,89,106,33",0,"oncogene, cigene",0,0,1,16,1,AR,"oncogene, cigene","Oocyte meiosis, Pathways in cancer, Prostate cancer",,"Apoptosis, Proliferation of cells",,,,Repression,8,3,3,2,0,3,0.002317497103,0.002690117319,0.01253680253,0.2867109635,0.0009124649276,2,0.1037231673
NCOA3,1,ERBB2,79,79,31,0,"oncogene, cigene",0,0,0,2,0,NCOA3,"oncogene, cigene",Thyroid hormone signaling pathway,,Signalling Pathway,,,,Unknown,14,9,2,1,2,3,0.006952491309,0.01277480842,0.08689323389,0.3673903789,0.001268123654,5,0.1037231673
PGR,58,"ESR1,ERBB2,FOS,SP1,RELA,NFIL3,KLF9,JUN,HOXA5,PIAS3,NCOR1,SUMO1,NCOR2,PRKACB,PRKACA,PIK3CA,MED1,NCOA1,HSP90AA1,STIP1,HSP90AB1,AR,PTGES3,NR3C1,PGR,NR3C2,HSPA8,HSPA2,HSPA1A,HSPA1L,HSPA1B,ACTR1A,MAPK3,MAPK1,DYNLL2,FOXA1,EP300,DYNLL1,TLE3,CAPZA1,NRIP1,DCTN1,FKBP5,ACTR10,GATA3,DYNC1LI2,DYNC1LI1,DYNC1I2,DCTN5,DYNC1H1,DYNC1I1,CAPZA3,DCTN6,DCTN3,NCOA3,SRC,UBE2I,FKBP4",328,"72,79,74,13,6,1,1,6,1,2,1,5,58,1,4,3,1","89,31,86,10,6,1,1,33,1,3,2,1,2,1,1,4,2,2,3,1,2,3,1,2,34,1,1,1,1,1,1,1,4,4,1,3,6,1,1,1,2,1,1,1,5,1,1,1,1,1,1,1,1,1,3,5,1,2",32,tumorsuppressor,1,0,3,24,0,PGR,tumorsupressor,"Oocyte meiosis, Progesterone-mediated oocyte maturation",,"Apoptosis, Proliferation of cells",,,,Repression,6,5,1,0,0,34,0.004634994206,0.03292035531,0.03498259262,0.3338491296,0.001126774606,3,0.1037231673
ELF3,2,"MMP9,CLDN7",135,"81,54","32,5",0,TF,0,0,1,13,1,ELF3,TF,"3D-structure,Activator,Alternative splicing,Complete proteome,Cytoplasm,Developmental protein,Differentiation,DNA-binding,Inflammatory response,Nucleus,Polymorphism,Proteomics identification,Reference proteome,Repressor,Transcription,Transcription regulation,",,"Transcription regulation, Proliferation of cells",,,,Unknown,2,1,0,0,1,2,0.003476245655,0.0007764231862,0.05994036212,0.3205794948,0.0009791990809,3,0.1037231673
CDH1,1,ESR1,72,72,89,0,"oncogene, tumorsuppressor",0,0,0,2,0,CDH1,"oncogene, tumorsupressor","Rap1 signaling pathway, Hippo signaling pathway, Cell adhesion molecules (CAMs), Adherens junction, Bacterial invasion of epithelial cells, Pathogenic Escherichia coli infection, Pathways in cancer, Endometrial cancer, Thyroid cancer, Melanoma, Bladder cancer",,"Signalling Pathway, Apoptosis, Proliferation of cells",,,,,55,15,2,38,0,3,0.002317497103,0.001220272785,0.01888319409,0.2908661948,0.0008989994236,2,0.1037231673
KRT19,54,"ESR1,SP1,KLF4,MAPK11,MAPK14,EPCAM,KRT79,KRT4,KRT78,KRT6B,KRT73,KRT77,KRT72,KRT85,KRT6A,KRT82,KRT3,KRT2,KRT6C,KRT17,KRT80,KRT74,KRT81,KRT28,KRT76,KRT71,KRT15,KRT1,KRT5,KRT14,KRT86,KRT84,KRT32,KRT38,KRT16,KRT75,KRT8,KRT7,KRT37,KRT40,KRT83,KRT36,KRT13,KRT26,KRT23,KRT9,KRT10,KRT24,KRT34,KRT12,KRT18,KRT19,KRT20,KRT33A",195,"72,13,2,54,54","89,10,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,6,2,2",4,,0,0,5,16,0,KRT19,,"Coiled coil,Complete proteome,Direct protein sequencing,Host-virus interaction,Intermediate filament,Keratin,Methylation,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,",,Proliferation of cells,,,,,5,3,1,1,0,6,0.003476245655,0.00118992807,0.05081371536,0.3324345146,0.0009838604145,3,0.1037231673
